CALDT,B30RET,B20RET,B10RET,B7RET,B5RET,B2RET,B1RET,T90RET,T30RET,CPIRET,B30IND,B20IND,B10IND,B7IND,B5IND,B2IND,B1IND,T90IND,T30IND,CPIIND
1950-11-30,0.003503,0.003503,0.003503,0.001691,0.001619,0.000518,0.001258,0.001073,0.001051,0.004065,62.734140,63.213630,58.877470,48.220610,46.024710,43.081830,43.077000,45.460140,50.013990,58.1
1950-12-29,0.001623,0.001623,0.001623,-0.000477,0.001259,0.002050,0.001124,0.001151,0.001105,0.012146,62.835990,63.316210,58.973010,48.197610,46.082650,43.170170,43.125410,45.512460,50.069280,58.8
1951-01-31,0.005781,0.005781,0.005781,0.002187,0.002187,0.000474,0.000474,0.001253,0.001262,0.016000,63.199250,63.682280,59.313910,48.303010,46.183430,43.190620,43.145850,45.569490,50.132470,59.8
1951-02-28,-0.007392,-0.007392,-0.007392,0.000655,0.000655,0.001067,0.001067,0.001075,0.001049,0.011811,62.732080,63.211510,58.875490,48.334660,46.213680,43.236690,43.191910,45.618510,50.185080,60.5
1951-03-30,-0.015735,-0.015735,-0.015735,-0.012688,-0.012688,-0.008418,-0.008418,0.000934,0.001069,0.003891,61.744960,62.216880,57.949090,47.721370,45.627340,42.872750,42.828300,45.661110,50.238700,60.7
1951-04-30,-0.006255,-0.006255,-0.006255,0.005746,0.005746,0.003246,0.003246,0.001416,0.001285,0.000000,61.358780,61.827700,57.586630,47.995580,45.889510,43.011910,42.967310,45.725770,50.303250,60.7
1951-05-31,-0.006915,-0.006915,-0.006915,-0.004043,-0.004043,0.002126,0.002126,0.001304,0.001164,0.003876,60.934450,61.400200,57.188420,47.801550,45.703960,43.103340,43.058670,45.785380,50.361810,60.9
1951-06-29,-0.006161,-0.006161,-0.006161,0.004991,0.004991,0.001097,0.001097,0.001126,0.001161,0.000000,60.559070,61.021910,56.836050,48.040120,45.932070,43.150640,43.105890,45.836930,50.420300,60.9
1951-07-31,0.013836,0.013836,0.013836,0.005774,0.005774,0.003894,0.001948,0.001412,0.001395,0.000000,61.396940,61.866180,57.622420,48.317520,46.197310,43.318670,43.189880,45.901660,50.490610,60.9
1951-08-31,0.009854,0.009854,0.009854,0.003555,0.003555,0.002740,0.002004,0.001392,0.001252,0.000000,62.001950,62.475830,58.190260,48.489280,46.361540,43.437340,43.276420,45.965550,50.553800,60.9
1951-09-28,-0.007957,-0.007957,-0.007957,-0.005698,-0.005698,-0.002082,0.000667,0.001304,0.001212,0.007722,61.508590,61.978710,57.727220,48.212970,46.097340,43.346900,43.305300,46.025510,50.615080,61.4
1951-10-31,0.001021,0.001021,0.001021,0.001614,0.001614,0.003164,0.001878,0.001904,0.001509,0.003831,61.571380,62.041970,57.786180,48.290810,46.171770,43.484050,43.386620,46.113120,50.691460,61.6
1951-11-30,-0.013607,-0.013607,-0.013607,0.003249,0.003249,0.000829,0.001612,0.001297,0.001076,0.007634,60.733610,61.197800,56.999860,48.447690,46.321770,43.520110,43.456550,46.172940,50.745980,62.1
1951-12-31,-0.006097,-0.006097,-0.006097,-0.006097,-0.001586,-0.001026,0.000489,0.001153,0.001300,0.003788,60.363320,60.824640,56.652330,48.152310,46.248310,43.475470,43.477830,46.226170,50.811970,62.4
1952-01-31,0.002818,0.002818,0.002818,0.002818,0.003771,0.004341,0.004341,0.002112,0.001444,0.000000,60.533430,60.996050,56.812000,48.288020,46.422700,43.664180,43.666570,46.323820,50.885360,62.4
1952-02-29,0.001395,0.001395,0.001395,0.001395,-0.002022,0.002045,0.002045,0.001254,0.001151,-0.007547,60.617840,61.081130,56.891250,48.355350,46.328830,43.753480,43.755850,46.381890,50.943960,61.9
1952-03-31,0.011072,0.011072,0.011072,0.007860,0.006657,0.003993,0.002470,0.001564,0.001077,0.000000,61.289010,61.757450,57.521140,48.735440,46.637240,43.928190,43.863910,46.454420,50.998820,61.9
1952-04-30,0.017070,0.017070,0.017070,0.005942,0.005386,0.001129,0.001814,0.001136,0.001229,0.003802,62.335190,62.811650,58.503020,49.025010,46.888440,43.977780,43.943480,46.507200,51.061470,62.1
1952-05-29,-0.003354,-0.003354,-0.003354,0.001536,0.001928,0.001090,0.000887,0.001308,0.001305,0.000000,62.126170,62.600980,58.306810,49.100340,46.978860,44.025710,43.982480,46.568020,51.128120,62.1
1952-06-30,0.000301,0.000301,0.000301,-0.003805,-0.003523,0.000102,0.000644,0.001524,0.001486,0.003788,62.144870,62.619800,58.324380,48.913510,46.813320,44.030220,44.010770,46.639020,51.204080,62.4
1952-07-31,-0.001969,-0.001969,-0.001969,-0.002958,-0.003038,-0.000249,0.001091,0.001489,0.001501,0.007547,62.022460,62.496530,58.209520,48.768820,46.671100,44.019220,44.058830,46.708450,51.280920,62.8
1952-08-29,-0.006995,-0.006995,-0.006995,-0.001858,-0.000929,0.001403,0.001050,0.001622,0.001467,0.000000,61.588620,62.059360,57.802340,48.678220,46.627770,44.080990,44.105080,46.784220,51.356140,62.8
1952-09-30,-0.013009,-0.013009,-0.013009,-0.000259,-0.000735,0.001836,0.001990,0.001968,0.001584,0.000000,60.787450,61.252000,57.050400,48.665610,46.593490,44.161950,44.192860,46.876290,51.437500,62.8
1952-10-31,0.014773,0.014773,0.014773,0.007066,0.007322,0.002133,0.003076,0.001890,0.001252,0.000000,61.685440,62.156920,57.893190,49.009450,46.934650,44.256140,44.328770,46.964880,51.501900,62.8
1952-11-28,-0.001545,-0.001545,-0.001545,0.002767,0.002424,-0.000502,0.000381,0.001180,0.001049,0.000000,61.590130,62.060840,57.803750,49.145080,47.048420,44.233920,44.345660,47.020310,51.555910,62.8
1952-12-31,-0.008587,-0.008587,-0.008587,-0.008587,0.001816,0.002521,0.002772,0.001861,0.001753,0.000000,61.061280,61.527950,57.307410,48.723080,47.133850,44.345440,44.468580,47.107790,51.646300,62.8
1953-01-30,0.001177,0.001177,0.001177,0.001177,-0.000230,0.003836,0.003028,0.001970,0.001620,-0.003745,61.133120,61.600380,57.374860,48.780420,47.123000,44.515530,44.603250,47.200590,51.729960,62.6
1953-02-27,-0.008685,-0.008685,-0.008685,-0.008685,0.000264,-0.000218,0.001065,0.001351,0.001402,-0.003759,60.602200,61.065370,56.876550,48.356760,47.135460,44.505840,44.650740,47.264380,51.802490,62.4
1953-03-31,-0.008818,-0.008818,-0.008818,-0.008818,-0.001660,0.001238,0.001206,0.002046,0.001892,0.003774,60.067830,60.526910,56.374990,47.930350,47.057200,44.560920,44.704610,47.361090,51.900540,62.6
1953-04-30,-0.010516,-0.010516,-0.010516,-0.010516,-0.009611,-0.003430,-0.000601,0.001441,0.001636,0.000000,59.436120,59.890410,55.782160,47.426310,46.604950,44.408080,44.677720,47.429330,51.985440,62.6
1953-05-29,-0.014752,-0.014752,-0.014752,-0.014752,-0.011664,-0.003491,0.000776,0.001915,0.001722,0.003759,58.559350,59.006870,54.959290,46.726660,46.061330,44.253060,44.712380,47.520150,52.074940,62.8
1953-06-30,0.022258,0.022258,0.022258,0.022258,0.015545,0.007587,0.003962,0.002714,0.001798,0.003745,59.862720,60.320280,56.182580,47.766720,46.777350,44.588800,44.889560,47.649120,52.168560,63.1
1953-07-31,0.003935,0.003935,0.003935,0.003935,0.005551,0.004367,0.003155,0.001670,0.001377,0.000000,60.098290,60.557600,56.403640,47.954680,47.037030,44.783530,45.031170,47.728680,52.240390,63.1
1953-08-31,-0.000755,-0.000755,-0.000755,-0.000755,-0.000811,0.003715,0.002370,0.002225,0.001666,0.003731,60.052950,60.511880,56.361040,47.918470,46.998870,44.949900,45.137910,47.834900,52.327430,63.3
1953-09-30,0.029931,0.029931,0.029931,0.029931,0.018771,0.005229,0.005890,0.002425,0.001509,0.000000,61.850380,62.323100,58.047970,49.352730,47.881080,45.184920,45.403740,47.950870,52.406420,63.3
1953-10-30,0.007438,0.007438,0.007438,0.007438,0.007597,0.008024,0.005403,0.001955,0.001252,0.003717,62.310410,62.786620,58.479770,49.719810,48.244860,45.547520,45.649060,48.044620,52.472020,63.5
1953-11-30,-0.004943,-0.004943,-0.004943,-0.004943,-0.002372,0.001164,0.002203,0.000652,0.000770,-0.003704,62.002400,62.476280,58.190680,49.474050,48.130400,45.600510,45.749630,48.075970,52.512410,63.3
1953-12-31,0.020608,0.020608,0.020608,0.020696,0.011786,0.002721,0.001852,0.001628,0.001013,0.000000,63.280140,63.763820,59.389870,50.497940,48.697680,45.724600,45.834370,48.154220,52.565600,63.3
1954-01-29,0.008930,0.008930,0.018765,-0.001217,-0.001217,0.010835,0.008427,0.001829,0.001091,0.000000,63.845230,64.333220,60.504320,50.436510,48.638400,46.220040,46.220620,48.242290,52.622960,63.3
1954-02-26,0.023964,0.023964,0.015827,0.010229,0.010229,0.007505,0.004280,0.000952,0.000708,0.000000,65.375220,65.874880,61.461910,50.952400,49.135930,46.566890,46.418440,48.288240,52.660200,63.3
1954-03-31,0.005830,0.005830,0.007524,0.007936,0.007936,-0.000795,0.001771,0.000918,0.000794,0.000000,65.756380,66.258930,61.924390,51.356780,49.525860,46.529880,46.500640,48.332550,52.702030,63.3
1954-04-30,0.010377,0.010377,0.007650,0.010189,0.010189,0.004063,0.003497,0.001332,0.000888,-0.003717,66.438700,66.946530,62.398090,51.880060,50.030480,46.718950,46.663280,48.396930,52.748840,63.1
1954-05-28,-0.008706,-0.008706,-0.013286,-0.012897,-0.012897,-0.000300,-0.000312,0.000815,0.000510,0.003731,65.860290,66.363680,61.569060,51.210970,49.385250,46.704910,46.648700,48.436360,52.775720,63.3
1954-06-30,0.016263,0.016263,0.011664,0.011031,0.006844,0.004572,0.001948,0.000776,0.000567,0.000000,66.931410,67.442960,62.287220,51.775880,49.723260,46.918460,46.739580,48.473950,52.805650,63.3
1954-07-30,0.013443,0.013443,0.007295,0.000952,0.000285,0.002537,0.001853,0.000371,0.000507,0.000000,67.831160,68.349610,62.741620,51.825140,49.737410,47.037490,46.826200,48.491960,52.832420,63.3
1954-08-31,-0.003603,-0.003603,-0.004016,-0.000087,0.000697,0.000298,-0.000340,0.000314,0.000614,0.000000,67.586740,68.103310,62.489640,51.820660,49.772080,47.051490,46.810260,48.507190,52.864870,63.3
1954-09-30,-0.000974,-0.000974,0.002033,-0.000219,-0.000955,-0.003404,-0.000324,0.001022,0.000847,-0.003717,67.520940,68.036990,62.616660,51.809300,49.724570,46.891330,46.795080,48.556760,52.909620,63.1
1954-10-29,0.000628,0.000628,0.000128,-0.001108,-0.000697,-0.000796,-0.000481,0.000986,0.000696,0.000000,67.563310,68.079710,62.624700,51.751910,49.689900,46.854000,46.772570,48.604620,52.946460,63.1
1954-11-30,-0.002496,-0.002496,-0.004663,-0.002718,0.000387,0.002161,0.000892,0.000931,0.000662,0.000000,67.394710,67.909780,62.332650,51.611230,49.709110,46.955280,46.814290,48.649880,52.981480,63.1
1954-12-31,0.006414,0.006414,-0.000988,0.000263,-0.000906,0.001173,-0.000075,0.000976,0.000709,-0.003731,67.826990,68.345370,62.271070,51.624810,49.664100,47.010360,46.810780,48.697360,53.019030,62.8
1955-01-31,-0.024116,-0.024116,-0.013553,-0.004068,-0.003175,-0.003359,-0.003359,0.000682,0.000808,0.000000,66.191270,66.697130,61.427100,51.414780,49.506420,46.852460,46.653560,48.730560,53.061870,62.8
1955-02-28,-0.007836,-0.007836,-0.006309,-0.005533,-0.005231,-0.005116,-0.005116,0.000595,0.000852,0.000000,65.672580,66.174490,61.039600,51.130300,49.247440,46.612730,46.414900,48.759580,53.107090,62.8
1955-03-31,0.003803,0.003803,0.006022,0.002765,0.002443,0.003293,0.002309,0.001182,0.000914,0.000000,65.922320,66.426150,61.407140,51.271710,49.367760,46.766250,46.522030,48.817200,53.155610,62.8
1955-04-29,0.002694,0.002694,-0.003128,-0.001119,0.000443,0.001300,0.000033,0.000899,0.001042,0.000000,66.099930,66.605100,61.215060,51.214320,49.389620,46.827030,46.523590,48.861090,53.210980,62.8
1955-05-31,0.008189,0.008189,0.007430,0.004215,0.000139,0.002673,0.001725,0.001955,0.001400,0.000000,66.641200,67.150550,61.669920,51.430170,49.396480,46.952190,46.603830,48.956620,53.285450,62.8
1955-06-30,-0.005227,-0.005227,-0.008185,-0.004867,-0.003640,-0.000554,0.002262,0.001210,0.000855,0.000000,66.292870,66.799560,61.165120,51.179890,49.216680,46.926210,46.709260,49.015840,53.331020,62.8
1955-07-29,-0.008111,-0.008111,-0.016745,-0.007646,-0.007060,-0.002489,0.000333,0.000774,0.001000,0.003745,65.755170,66.257750,60.140920,50.788560,48.869200,46.809390,46.724800,49.053780,53.384370,63.1
1955-08-31,0.001455,0.001455,0.006975,0.002294,0.000674,-0.000422,0.000240,0.001220,0.001603,0.000000,65.850840,66.354170,60.560410,50.905070,48.902140,46.789660,46.736030,49.113630,53.469970,63.1
1955-09-30,0.011917,0.011917,0.009997,0.009841,0.008198,0.006078,0.002255,0.001686,0.001617,0.003731,66.635620,67.144890,61.165830,51.406010,49.303040,47.074030,46.841420,49.196430,53.556430,63.3
1955-10-31,0.007499,0.007499,0.010768,0.007899,0.007235,0.002318,0.001839,0.002037,0.001818,0.000000,67.135310,67.648410,61.824470,51.812090,49.659760,47.183140,46.927560,49.296660,53.653780,63.3
1955-11-30,-0.001599,-0.001599,-0.010034,-0.006329,-0.005349,-0.002574,-0.002913,0.001688,0.001725,0.000000,67.027930,67.540220,61.204110,51.484170,49.394110,47.061690,46.790860,49.379850,53.746350,63.3
1955-12-30,0.004898,0.004898,0.001834,0.000485,-0.001091,0.003841,0.001767,0.001934,0.001808,-0.003717,67.356250,67.871060,61.316380,51.509140,49.340230,47.242460,46.873530,49.475370,53.843510,63.1
1956-01-31,0.006267,0.006267,0.014414,0.010820,0.010526,0.006862,0.006216,0.002550,0.002281,0.000000,67.778370,68.296390,62.200180,52.066450,49.859580,47.566620,47.164910,49.601520,53.966360,63.1
1956-02-29,0.001410,0.001410,-0.000848,0.001683,0.000312,0.000708,0.000409,0.002262,0.001862,0.000000,67.873940,68.392720,62.147430,52.154070,49.875150,47.600310,47.184190,49.713730,54.066820,63.1
1956-03-29,-0.014378,-0.014378,-0.017169,-0.015339,-0.010039,-0.003618,0.001012,0.001923,0.001516,0.000000,66.898030,67.409360,61.080430,51.354070,49.374440,47.428090,47.231930,49.809320,54.148810,63.1
1956-04-30,-0.009933,-0.009933,-0.003677,-0.000313,-0.000110,-0.002157,-0.000449,0.001502,0.001851,0.003731,66.233550,66.739750,60.855840,51.338030,49.369030,47.325780,47.210730,49.884150,54.249000,63.3
1956-05-31,0.024215,0.024215,0.022974,0.013862,0.011196,0.007394,0.003586,0.002634,0.002218,0.003717,67.837390,68.355860,62.253920,52.049680,49.921740,47.675720,47.380030,50.015520,54.369350,63.5
1956-06-29,0.002995,0.002995,-0.001207,0.001397,0.000292,0.003791,0.005086,0.002410,0.001984,0.007407,68.040590,68.560620,62.178810,52.122390,49.936350,47.856450,47.621000,50.136060,54.477220,64.0
1956-07-31,-0.024001,-0.024001,-0.016697,-0.013703,-0.009486,-0.001859,0.000164,0.002648,0.001653,0.007353,66.407540,66.915100,61.140600,51.408150,49.462630,47.767510,47.628810,50.268820,54.567260,64.5
1956-08-31,-0.017714,-0.017714,-0.017718,-0.008803,-0.010283,-0.001941,0.000120,0.001711,0.001690,-0.003650,65.231200,65.729740,60.057300,50.955590,48.954020,47.674780,47.634550,50.354830,54.659510,64.2
1956-09-28,0.003050,0.003050,0.008173,0.006639,0.009166,0.001620,0.002186,0.001799,0.001837,0.003663,65.430120,65.930210,60.548150,51.293900,49.402740,47.752010,47.738660,50.445440,54.759900,64.5
1956-10-31,-0.006992,-0.006992,-0.007732,-0.002898,-0.002207,0.004175,0.003971,0.003338,0.002528,0.003650,64.972660,65.469260,60.079990,51.145250,49.293680,47.951360,47.928230,50.613810,54.898350,64.7
1956-11-30,-0.007299,-0.007299,-0.009392,-0.003780,-0.003053,-0.002027,-0.002325,0.002210,0.002045,0.000000,64.498400,64.991400,59.515720,50.951910,49.143210,47.854200,47.816790,50.725670,55.010610,64.7
1956-12-31,-0.021192,-0.021192,-0.020490,-0.001078,0.000939,0.002142,0.002052,0.002446,0.002485,0.003636,63.131580,63.614090,58.296240,50.896990,49.189340,47.956700,47.914930,50.849760,55.147340,64.9
1957-01-31,0.039325,0.039325,0.050519,0.023739,0.023739,0.009031,0.008473,0.003171,0.002586,0.000000,65.614210,66.115710,61.241320,52.105250,50.357030,48.389770,48.320890,51.010990,55.289910,64.9
1957-02-28,0.001095,0.001095,-0.012056,-0.001250,-0.001250,0.001468,0.000337,0.002372,0.002389,0.003623,65.686050,66.188090,60.503000,52.040100,50.294110,48.460830,48.337190,51.131970,55.422010,65.2
1957-03-29,-0.001425,-0.001425,0.009663,0.001773,0.001773,0.003797,0.001763,0.003218,0.002311,0.003610,65.592440,66.093790,61.087610,52.132370,50.383260,48.644840,48.422410,51.296540,55.550060,65.4
1957-04-30,-0.025012,-0.025012,-0.015410,-0.010123,-0.010123,0.001059,0.001275,0.002674,0.002690,0.003597,63.951850,64.440620,60.146270,51.604640,49.873230,48.696330,48.484130,51.433700,55.699480,65.6
1957-05-31,-0.002643,-0.002643,-0.014337,-0.014337,-0.001703,0.001965,0.002752,0.002295,0.002581,0.003584,63.782840,64.270350,59.283940,50.864780,49.788300,48.792030,48.617570,51.551720,55.843260,65.9
1957-06-27,-0.028898,-0.028898,-0.019082,-0.019082,0.002233,-0.001126,0.002115,0.002556,0.002410,0.003571,61.939660,62.413070,58.152680,49.894160,49.899500,48.737100,48.720400,51.683510,55.977850,66.1
1957-07-31,0.004566,0.004566,0.007688,0.007688,0.002304,0.003401,0.001430,0.003310,0.002950,0.007117,62.222440,62.698040,58.599790,50.277770,50.014460,48.902840,48.790050,51.854560,56.142950,66.6
1957-08-30,-0.000038,-0.000038,0.006605,0.006605,0.002187,0.001891,0.003150,0.003254,0.002520,0.000000,62.220070,62.695620,58.986820,50.609850,50.123860,48.995290,48.943770,52.023310,56.284430,66.6
1957-09-30,0.009974,0.009974,-0.007513,-0.007513,-0.002422,0.002266,0.002112,0.003057,0.002568,0.000000,62.840670,63.320940,58.543660,50.229630,50.002450,49.106340,49.047120,52.182340,56.428980,66.6
1957-10-31,-0.004189,-0.004189,-0.004762,-0.004762,0.005869,0.004965,0.005934,0.003445,0.002590,0.000000,62.577450,63.055730,58.264860,49.990420,50.295910,49.350140,49.338180,52.362100,56.575130,66.6
1957-11-29,0.054930,0.054930,0.074380,0.074380,0.030780,0.019754,0.009531,0.004135,0.002767,0.003534,66.014820,66.519370,62.598620,53.708720,51.844020,50.325030,49.808410,52.578650,56.731670,66.8
1957-12-31,0.034926,0.034926,0.018652,0.018652,0.031669,0.018002,0.007162,0.003400,0.002485,0.000000,68.320440,68.842640,63.766200,54.710470,53.485850,51.230950,50.165130,52.757400,56.872680,66.8
1958-01-31,-0.015496,-0.015496,0.004938,0.004938,0.003383,0.005373,0.008153,0.004450,0.002213,0.007042,67.261740,67.775820,64.081080,54.980630,53.666800,51.506230,50.574130,52.992160,56.998560,67.3
1958-02-28,0.016872,0.016872,0.013958,0.013958,0.013858,0.010530,0.004532,0.001564,0.001207,0.000000,68.396610,68.919350,64.975540,55.748060,54.410500,52.048600,50.803350,53.075040,57.067350,67.3
1958-03-31,0.009601,0.009601,0.012658,0.012658,0.005284,0.005288,0.002850,0.001380,0.000944,0.006993,69.053290,69.581030,65.797980,56.453730,54.698020,52.323840,50.948140,53.148300,57.121210,67.8
1958-04-30,0.022060,0.022060,0.004740,0.017831,0.005188,0.007560,0.003102,0.000783,0.000840,0.003472,70.576600,71.116000,66.109850,57.460360,54.981810,52.719380,51.106160,53.189900,57.169220,68.0
1958-05-29,0.012067,0.012067,0.003998,0.002325,0.006023,0.005016,0.003661,0.002366,0.001093,0.000000,71.428240,71.974160,66.374180,57.593930,55.312960,52.983820,51.293260,53.315760,57.231710,68.0
1958-06-30,-0.018655,-0.018655,-0.019106,-0.008298,-0.006764,-0.002481,-0.000215,0.000183,0.000297,0.000000,70.095760,70.631490,65.106030,57.116030,54.938820,52.852370,51.282230,53.325520,57.248720,68.0
1958-07-31,-0.040453,-0.032789,-0.009653,-0.018454,-0.009053,-0.003180,-0.001756,0.000567,0.000582,0.003460,67.260180,68.315560,64.477550,56.061990,54.441450,52.684300,51.192180,53.355750,57.281990,68.2
1958-08-29,-0.040517,-0.046323,-0.049865,-0.033632,-0.035617,-0.023830,-0.008139,-0.001241,0.000448,-0.003448,64.535000,65.150980,61.262410,54.176510,52.502410,51.428840,50.775540,53.289530,57.307670,68.0
1958-09-30,-0.017801,-0.010456,0.001055,-0.004845,-0.001661,0.000609,-0.000308,0.002041,0.001774,0.000000,63.386210,64.469740,61.327050,53.914070,52.415210,51.460160,50.759920,53.398290,57.409340,68.0
1958-10-31,0.011167,0.018009,-0.001829,0.003022,0.000244,0.004370,0.005320,0.003549,0.001427,0.000000,64.094020,65.630760,61.214870,54.076970,52.427980,51.685050,51.029940,53.587800,57.491250,68.0
1958-11-28,0.016027,0.012062,0.016436,0.010757,0.011956,0.004822,0.000975,0.001810,0.001089,0.003460,65.121260,66.422410,62.220990,54.658690,53.054810,51.934270,51.079700,53.684790,57.553860,68.2
1958-12-31,-0.021443,-0.018346,-0.031056,-0.020257,-0.015010,0.005165,0.004981,0.002904,0.002148,-0.003448,63.724880,65.203840,60.288650,53.551470,52.258460,52.202510,51.334140,53.840720,57.677510,68.0
1959-01-30,-0.010256,-0.010757,-0.001218,-0.003318,-0.001342,-0.001990,-0.001774,0.002401,0.002051,0.003460,63.071310,64.502450,60.215230,53.373770,52.188320,52.098630,51.243060,53.969960,57.795800,68.2
1959-02-27,0.004223,0.011971,0.014538,0.010261,0.010740,0.006547,0.003624,0.002384,0.001882,-0.003448,63.337640,65.274590,61.090620,53.921460,52.748850,52.439710,51.428770,54.098650,57.904560,68.0
1959-03-31,-0.004803,0.001653,-0.011762,-0.005763,-0.003725,0.001940,0.002679,0.002492,0.002153,0.000000,63.033460,65.382490,60.372080,53.610680,52.552330,52.541460,51.566550,54.233470,58.029230,68.0
1959-04-30,-0.009145,-0.011663,-0.018114,-0.007295,-0.005210,-0.000739,0.000705,0.002375,0.001941,0.003460,62.457000,64.619910,59.278490,53.219590,52.278550,52.502630,51.602890,54.362260,58.141910,68.2
1959-05-29,-0.003809,-0.000557,0.000859,-0.000103,-0.000101,0.002546,0.002439,0.002287,0.002189,0.000000,62.219120,64.583950,59.329420,53.214130,52.273260,52.636290,51.728750,54.486600,58.269150,68.2
1959-06-30,0.002046,0.001040,-0.004859,-0.005172,-0.007676,0.000097,0.002066,0.002968,0.002519,0.003448,62.346400,64.651100,59.041130,52.938910,51.872010,52.641390,51.835610,54.648310,58.415920,68.5
1959-07-31,0.010240,0.005972,0.002523,0.002085,0.003362,-0.001552,0.002264,0.003560,0.002192,0.003436,62.984840,65.037220,59.190090,53.049280,52.046410,52.559690,51.952990,54.842840,58.543980,68.7
1959-08-31,-0.017295,-0.004118,-0.018395,-0.009314,-0.000061,-0.003394,0.001060,0.001355,0.001861,0.000000,61.895520,64.769390,58.101290,52.555180,52.043220,52.381300,52.008060,54.917150,58.652930,68.7
1959-09-30,0.006090,-0.005656,0.007059,0.001999,0.005713,0.004251,0.001681,0.002929,0.002915,0.003425,62.272460,64.403030,58.511430,52.660220,52.340550,52.603980,52.095470,55.078020,58.823900,68.9
1959-10-30,0.017361,0.015037,0.017870,0.020488,0.021109,0.008622,0.010715,0.005085,0.003015,0.003413,63.353580,65.371460,59.557010,53.739150,53.445430,53.057540,52.653680,55.358080,59.001260,69.2
1959-11-30,-0.012005,-0.011874,-0.009491,-0.003998,-0.009147,-0.002329,0.000872,0.003330,0.002554,0.000000,62.592980,64.595280,58.991760,53.524270,52.956570,52.933960,52.699580,55.542430,59.151920,69.2
1959-12-31,-0.031838,-0.015891,-0.024037,-0.012100,-0.007175,0.004848,0.003418,0.004129,0.002525,0.000000,60.600140,63.568760,57.573800,52.876640,52.576610,53.190570,52.879710,55.771770,59.301300,69.2
1960-01-29,0.007562,0.011183,0.026651,0.010084,0.015410,0.009443,0.006716,0.004775,0.003318,-0.003401,61.058410,64.279660,59.108210,53.409860,53.386800,53.692880,53.234880,56.038060,59.498070,68.9
1960-02-29,0.016391,0.020388,0.014736,0.011523,0.007180,0.008344,0.004987,0.003672,0.002863,0.003413,62.059260,65.590210,59.979230,54.025280,53.770100,54.140860,53.500360,56.243840,59.668390,69.2
1960-03-31,0.049755,0.028206,0.033964,0.031949,0.029170,0.014125,0.011916,0.005824,0.003240,0.000000,65.146990,67.440250,62.016360,55.751330,55.338570,54.905600,54.137850,56.571410,59.861700,69.2
1960-04-29,-0.020358,-0.016984,-0.013841,-0.009320,-0.006427,-0.003661,-0.002084,0.002538,0.001944,0.003401,63.820750,66.294850,61.157980,55.231770,54.982920,54.704630,54.025020,56.714980,59.978080,69.4
1960-05-31,0.024570,0.015174,0.018973,0.018973,0.003144,0.006015,0.004369,0.002981,0.002699,0.000000,65.388800,67.300770,62.318320,56.279660,55.155780,55.033650,54.261050,56.884040,60.139950,69.4
1960-06-30,0.028576,0.017256,0.015537,0.015537,0.021676,0.008191,0.013749,0.004909,0.001920,0.003390,67.257370,68.462130,63.286580,57.154060,56.351350,55.484430,55.007080,57.163290,60.255430,69.6
1960-07-29,0.037026,0.036755,0.033931,0.027054,0.027150,0.015361,0.003105,0.002337,0.001330,0.000000,69.747640,70.978440,65.433920,58.700310,57.881280,56.336730,55.177890,57.296890,60.335590,69.6
1960-08-31,-0.016062,-0.006736,-0.002375,-0.003341,-0.000804,0.008301,0.001205,0.002117,0.001632,0.000000,68.627350,70.500330,65.278530,58.504220,57.834770,56.804400,55.244390,57.418190,60.434030,69.6
1960-09-30,-0.003622,0.007524,0.005782,0.004964,0.001789,0.002977,0.003164,0.001648,0.001578,0.000000,68.378760,71.030810,65.655970,58.794630,57.938220,56.973500,55.419180,57.512810,60.529410,69.6
1960-10-31,-0.003534,0.001521,-0.006031,-0.001703,0.000727,0.000336,0.003340,0.003022,0.002156,0.006757,68.137110,71.138810,65.260020,58.694490,57.980330,56.992640,55.604300,57.686610,60.659910,70.1
1960-11-30,-0.014388,-0.016624,-0.018884,-0.004241,-0.005249,0.000565,0.000799,0.001599,0.001293,0.000000,67.156770,69.956210,64.027620,58.445580,57.676020,57.024830,55.648720,57.778860,60.738360,70.1
1960-12-30,0.033076,0.029732,0.029079,0.022009,0.020627,0.011715,0.005530,0.002359,0.001553,0.000000,69.378040,72.036140,65.889490,59.731920,58.865680,57.692880,55.956440,57.915140,60.832680,70.1
1961-01-31,-0.012612,-0.011041,-0.008035,-0.005221,-0.005943,-0.003329,0.000647,0.002047,0.001940,0.000000,68.503030,71.240790,65.360080,59.420040,58.515860,57.500800,55.992650,58.033690,60.950690,70.1
1961-02-28,0.024233,0.018527,0.016318,0.007883,0.009028,0.003260,0.001157,0.001382,0.001649,0.000000,70.163070,72.560650,66.426610,59.888440,59.044140,57.688290,56.057440,58.113920,61.051200,70.1
1961-03-30,-0.000238,0.001687,-0.006057,0.002529,0.003650,0.004403,0.003278,0.002794,0.002012,0.000000,70.146380,72.683090,66.024260,60.039910,59.259640,57.942260,56.241200,58.276300,61.174040,70.1
1961-04-28,0.015599,0.011845,0.012877,0.006687,0.005362,0.001285,0.002817,0.002444,0.001746,0.000000,71.240580,73.544010,66.874470,60.441390,59.577410,58.016720,56.399620,58.418710,61.280850,70.1
1961-05-31,0.009878,0.003204,-0.000990,-0.004477,-0.002770,-0.000731,0.002604,0.002036,0.001774,0.000000,71.944320,73.779660,66.808280,60.170770,59.412370,57.974330,56.546480,58.537640,61.389570,70.1
